"","X","Category","ProductName","Reviewer","Verified","DateOfReview","Rating"
"160",160,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","jaycee ","verified purchase","reviewed in australia on 5 august 2023",5
"161",161,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","chris","verified purchase","reviewed in australia on 29 january 2023",4
"162",162,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","mark","verified purchase","reviewed in australia on 5 november 2022",5
"163",163,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","zoey","verified purchase","reviewed in australia on 19 may 2023",3
"164",164,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","dylan","verified purchase","reviewed in australia on 2 june 2023",4
"165",165,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","era","verified purchase","reviewed in australia on 19 august 2022",4
"166",166,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","era","verified purchase","reviewed in australia on 29 may 2022",3
"167",167,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","sanchit sharma","verified purchase","reviewed in australia on 17 october 2022",3
"168",168,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","sanchit sharma","verified purchase","reviewed in australia on 29 march 2023",4
"169",169,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","james","verified purchase","reviewed in australia on 2 january 2022",4
"170",170,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","dave","verified purchase","reviewed in australia on 8 march 2023",4
"171",171,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","chris","verified purchase","reviewed in australia on 29 january 2023",4
"172",172,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","mark","verified purchase","reviewed in australia on 5 november 2022",5
"173",173,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","kiran parmar","verified purchase","reviewed in australia on 7 january 2023",3
"174",174,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","wonnarua pastoral","verified purchase","reviewed in australia on 7 may 2023",5
"175",175,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","chellie","verified purchase","reviewed in australia on 3 october 2022",5
"176",176,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","sean k","verified purchase","reviewed in australia on 1 june 2023",3
"177",177,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","oldtech","verified purchase","reviewed in australia on 11 may 2023",2
"178",178,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","tamer abdellatif","verified purchase","reviewed in australia on 14 december 2022",2
"179",179,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","andrew smith","verified purchase","reviewed in australia on 5 november 2023",5
"180",180,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","mark montgomery","verified purchase","reviewed in australia on 6 january 2023",1
"181",181,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","chris","verified purchase","reviewed in australia on 29 january 2023",4
"182",182,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","mark","verified purchase","reviewed in australia on 5 november 2022",5
"183",183,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","sally","verified purchase","reviewed in australia on 1 october 2022",3
"184",184,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","darren","verified purchase","reviewed in australia on 25 april 2022",5
"185",185,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","moody","verified purchase","reviewed in australia on 31 december 2022",5
"186",186,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","simon pym","verified purchase","reviewed in australia on 8 november 2022",1
"187",187,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","kitty","verified purchase","reviewed in australia on 16 october 2022",1
"188",188,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","scott","verified purchase","reviewed in australia on 26 may 2022",1
"189",189,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","mrability","verified purchase","reviewed in australia on 16 august 2022",1
"190",190,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","ryan c","verified purchase","reviewed in australia on 3 june 2022",5
"191",191,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","chris","verified purchase","reviewed in australia on 29 january 2023",4
"192",192,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","mark","verified purchase","reviewed in australia on 5 november 2022",5
"193",193,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","devil333","verified purchase","reviewed in australia on 30 november 2022",3
"194",194,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","aamir baig","verified purchase","reviewed in india on 22 october 2023",5
"195",195,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","arne","verified purchase","reviewed in the netherlands on 30 november 2021",5
"196",196,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","r. yap","verified purchase","reviewed in singapore on 6 december 2022",5
"197",197,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","r. yap","verified purchase","reviewed in sweden on 4 august 2023",3
"198",198,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","emil lundgren","verified purchase","reviewed in spain on 12 january 2023",3
"199",199,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","nuria moreno fajardo","verified purchase","reviewed in germany on 3 july 2023",5
"200",200,"headset","razer barracuda x wireless multi-platform gaming and mobile headset, quartz pink, one size","lima","verified purchase","reviewed in france on 22 april 2022",5
"201",201,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","dylan simpson","verified purchase","reviewed in australia on 11 february 2024",4
"202",202,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","timburr","verified purchase","reviewed in australia on 10 october 2023",5
"203",203,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","dylan simpson","verified purchase","reviewed in australia on 11 february 2024",3
"204",204,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","ken milhinch","verified purchase","reviewed in australia on 22 january 2024",5
"205",205,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","shawn malligan","verified purchase","reviewed in australia on 17 august 2023",5
"206",206,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","c","verified purchase","reviewed in australia on 19 february 2024",4
"207",207,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","sherly f.","verified purchase","reviewed in australia on 27 january 2024",5
"208",208,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","timburr","verified purchase","reviewed in australia on 10 october 2023",5
"209",209,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","wahzammo","verified purchase","reviewed in australia on 14 september 2023",3
"210",210,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","peter","verified purchase","reviewed in australia on 7 december 2023",5
"211",211,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","dylan simpson","verified purchase","reviewed in australia on 11 february 2024",4
"212",212,"headset","steelseries arctis nova 7 wireless usb-c multi-platform gaming headset with bluetooth for pc, playstation, nintendo switch & android - 38 hour battery, fast charging, noise-cancelling gen 2 microphone","timburr","verified purchase","reviewed in australia on 10 october 2023",5
